ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
5/16/2004 0:00,2.3,1132,-200,10.5,996,102,822,95,1564,1205,18.1,40.9,0.844,50.27,35.61,65.13
5/16/2004 1:00,1.5,998,-200,7.1,859,90,919,88,1450,1045,17,43.3,0.834,51.80,35.20,66.93
5/16/2004 2:00,0.9,911,-200,4.6,743,41,1052,54,1370,739,16.7,43.4,0.819,53.03,36.80,68.07
5/16/2004 3:00,0.8,875,-200,4.2,721,-200,1083,-200,1328,683,15.9,44.7,0.801,53.97,37.58,70.00
5/16/2004 4:00,-200,808,-200,2.6,630,30,1234,43,1256,573,15.2,45.5,0.783,54.91,38.60,71.21
5/16/2004 5:00,0.4,792,-200,2.2,599,32,1262,45,1235,564,13.5,50.1,0.771,55.94,40.59,71.21
5/16/2004 6:00,0.4,822,-200,2,581,34,1326,47,1256,602,14.2,49.9,0.803,56.53,41.33,71.37
5/16/2004 7:00,0.8,918,-200,4.2,721,57,1069,58,1353,785,13.8,51.4,0.806,55.66,39.34,71.16
5/16/2004 8:00,0.9,975,-200,5.2,774,73,1001,69,1393,878,16.3,45.1,0.829,52.58,36.00,67.02
5/16/2004 9:00,1.6,1047,-200,8.2,908,119,913,89,1458,981,19.2,35.4,0.781,47.56,31.75,62.67
5/16/2004 10:00,2,1053,-200,9.8,970,138,930,105,1473,991,25.5,21.1,0.677,41.91,26.16,56.65
5/16/2004 11:00,1.6,1017,-200,7.9,897,96,1013,92,1400,780,28.2,19,0.716,37.16,21.05,52.91
5/16/2004 12:00,1.4,1021,-200,7.7,889,80,1022,82,1405,684,29.5,19.8,0.801,34.18,18.94,50.00
5/16/2004 13:00,0.9,941,-200,4.8,753,45,1173,56,1311,468,30.6,19.4,0.835,32.73,17.78,47.86
5/16/2004 14:00,0.9,991,-200,5.3,776,45,1122,60,1375,468,29.9,22,0.918,32.08,16.92,47.94
5/16/2004 15:00,1.2,1117,-200,7.1,862,54,995,64,1476,530,31.5,21.9,0.997,31.79,16.94,47.39
5/16/2004 16:00,1.4,1217,-200,9.2,947,66,887,85,1566,648,31.2,24.6,1.099,32.12,16.18,47.98
5/16/2004 17:00,1.9,1248,-200,10.1,982,95,880,107,1617,746,30.4,26.5,1.135,33.59,18.01,47.92
5/16/2004 18:00,1.8,1242,-200,9.9,973,99,856,106,1632,819,26.8,33.5,1.160,36.32,20.73,51.68
5/16/2004 19:00,2.7,1403,-200,15.1,1151,147,747,125,1820,1125,25.5,37.4,1.200,39.71,23.72,54.24
5/16/2004 20:00,2.4,1238,-200,10.6,999,129,833,118,1648,1013,23.7,39.4,1.138,42.84,27.98,58.82
5/16/2004 21:00,1.6,1093,-200,7,858,96,975,95,1495,816,22.9,37,1.020,45.13,31.05,61.40
5/16/2004 22:00,1.4,1034,-200,5.9,805,92,1030,97,1416,750,20.8,36.3,0.878,46.73,31.89,62.07
5/16/2004 23:00,1.4,934,-200,5.6,795,88,1098,93,1328,673,20.3,28.5,0.669,48.10,33.63,63.99
5/17/2004 0:00,1.4,913,-200,5.4,785,89,1110,85,1273,692,19.6,26.5,0.597,49.56,34.49,63.85
5/17/2004 1:00,0.9,835,-200,3.7,691,52,1265,67,1182,517,19.1,25.9,0.567,50.97,35.80,66.60
5/17/2004 2:00,0.5,773,-200,1.8,568,25,1474,37,1113,392,18.4,27.6,0.580,52.09,35.59,67.20
5/17/2004 3:00,0.4,771,-200,1.4,533,-200,1566,-200,1110,360,17.4,30.2,0.595,52.92,38.26,68.48
5/17/2004 4:00,-200,805,-200,1.4,534,28,1454,40,1112,409,16.3,34.1,0.626,53.74,38.18,68.96
5/17/2004 5:00,0.5,930,-200,3.5,684,65,1059,75,1220,779,15.8,36.5,0.654,54.66,39.29,69.94
5/17/2004 6:00,1.3,1009,-200,7,859,132,944,102,1420,1016,16,38.1,0.688,55.14,40.00,70.75
5/17/2004 7:00,2.6,1196,-200,14.4,1131,216,775,113,1675,1243,17.6,35,0.697,54.18,39.32,70.19
5/17/2004 8:00,2,1010,-200,8.9,937,180,945,142,1444,949,18.5,31.2,0.661,51.01,34.43,66.19
5/17/2004 9:00,1.8,990,-200,8.6,924,140,974,90,1404,861,19.8,28.5,0.652,45.91,30.27,60.93
5/17/2004 10:00,1.7,988,-200,8.5,918,141,1007,94,1393,850,22.3,24.1,0.639,40.18,23.88,53.74
5/17/2004 11:00,1.5,979,-200,8.3,910,123,1028,92,1396,788,24.2,21.7,0.645,35.37,19.73,50.61
5/17/2004 12:00,1.9,1029,-200,10.1,983,129,950,97,1470,879,25.1,20.8,0.652,32.34,15.77,47.88
5/17/2004 13:00,1.7,984,-200,9.1,945,115,990,88,1423,747,25.8,19.5,0.639,30.85,15.72,45.86
5/17/2004 14:00,1.5,985,-200,8.5,919,104,1028,86,1387,700,26.3,18.9,0.634,30.18,15.43,45.86
5/17/2004 15:00,1.7,981,-200,7.7,886,129,1054,99,1363,695,25.8,18.6,0.608,29.89,13.89,45.34
5/17/2004 16:00,1.7,1020,-200,9,941,138,1016,95,1425,756,25.7,19.4,0.630,30.22,13.17,45.92
5/17/2004 17:00,2.4,1106,-200,13.4,1097,135,902,105,1552,941,26.7,17.1,0.591,31.72,15.34,46.81
5/17/2004 18:00,3.1,1153,-200,15.6,1168,163,842,121,1644,1021,24.3,19.8,0.593,34.49,18.83,50.84
5/17/2004 19:00,3.4,1215,-200,17.8,1234,180,796,125,1735,1167,23.5,20.8,0.594,37.94,23.79,55.52
5/17/2004 20:00,3,1094,-200,12.7,1072,170,888,122,1545,1105,22,24,0.626,41.13,24.10,56.45
5/17/2004 21:00,1.2,944,-200,6.4,832,72,1072,81,1350,712,21.1,26.2,0.648,43.51,28.16,59.12
5/17/2004 22:00,1.2,964,-200,7.1,861,69,1014,73,1398,735,20.9,28.8,0.701,45.21,29.72,59.73
5/17/2004 23:00,1.3,1003,-200,7.4,872,79,988,80,1439,851,20.2,31.2,0.730,46.70,31.10,61.30
5/18/2004 0:00,1,914,-200,5.2,774,53,1091,65,1323,706,20,31.5,0.726,48.28,32.82,62.49
5/18/2004 1:00,0.4,839,-200,2.4,609,36,1276,59,1286,643,20.8,32.3,0.781,49.84,34.61,64.50
5/18/2004 2:00,0.3,830,-200,2,582,30,1310,50,1264,608,20,34.5,0.795,51.10,35.50,65.48
5/18/2004 3:00,0.2,812,-200,1.2,521,-200,1413,-200,1233,469,21.2,32.9,0.818,52.09,36.89,67.65
5/18/2004 4:00,-200,832,-200,1.5,547,15,1320,23,1254,469,18.3,40,0.835,53.08,37.95,67.35
5/18/2004 5:00,0.5,903,-200,3.1,656,38,1155,37,1361,618,17,44.6,0.859,54.18,38.67,68.40
5/18/2004 6:00,0.9,1022,-200,6.3,825,68,931,54,1487,931,17.1,45.3,0.878,54.84,38.79,69.79
5/18/2004 7:00,2.7,1378,-200,19.3,1277,192,628,94,1970,1519,17.1,46.5,0.901,54.06,39.22,70.58
5/18/2004 8:00,6.5,1745,-200,38.9,1748,346,484,139,2605,2054,18.8,39.7,0.855,51.08,36.61,67.24
5/18/2004 9:00,3.2,1326,-200,14.6,1137,225,719,115,1760,1550,20.3,38.1,0.895,46.16,30.93,62.03
5/18/2004 10:00,2.4,1215,-200,12.3,1062,199,794,119,1650,1381,25.3,27,0.857,40.62,24.46,55.10
5/18/2004 11:00,1.9,1138,-200,11,1015,140,854,103,1604,1115,27.4,22.8,0.822,36.00,20.68,52.79
5/18/2004 12:00,2.7,1244,-200,15.4,1162,162,765,123,1735,1189,30,20,0.834,33.14,18.23,48.91
5/18/2004 13:00,2.9,1261,-200,17,1210,173,736,126,1769,1200,30.9,19.1,0.839,31.82,16.53,46.88
5/18/2004 14:00,2,1182,-200,12.5,1066,121,818,106,1663,965,30.6,20.2,0.872,31.31,14.65,47.12
5/18/2004 15:00,2.3,1208,-200,13.8,1111,133,783,127,1653,1018,32.2,18.9,0.896,31.17,15.87,46.34
5/18/2004 16:00,1.9,1158,-200,10.1,981,96,862,105,1573,775,31.7,19.5,0.898,31.65,15.50,47.12
5/18/2004 17:00,3,1346,-200,19.3,1278,141,701,130,1873,1193,30.9,20.5,0.900,33.28,16.75,49.33
5/18/2004 18:00,4.4,1443,-200,22.7,1371,221,664,160,1988,1425,27.5,24.7,0.890,36.17,20.20,51.79
5/18/2004 19:00,4.7,1440,-200,25.5,1443,232,635,162,2068,1594,25.8,27,0.882,39.71,25.03,55.30
5/18/2004 20:00,3.4,1232,-200,15.8,1173,174,751,135,1750,1284,23.7,30,0.863,43.00,27.47,57.44
5/18/2004 21:00,2.4,1159,-200,12.3,1061,138,812,122,1648,1174,22.2,33.4,0.881,45.45,28.58,60.18
5/18/2004 22:00,1.2,1081,-200,8.7,929,65,910,75,1518,937,21.1,36.5,0.902,47.20,31.46,62.60
5/18/2004 23:00,1.7,1083,-200,8.3,911,107,883,96,1507,985,20.2,38.6,0.902,48.73,33.59,64.33
5/19/2004 0:00,1.2,1069,-200,7.7,887,70,859,84,1542,1041,19.3,43,0.954,50.34,35.31,66.76
5/19/2004 1:00,0.7,940,-200,4.2,724,44,1012,68,1407,867,19.2,43.6,0.959,51.90,37.57,68.04
5/19/2004 2:00,0.5,901,-200,3,653,41,1094,65,1367,822,18.4,45.7,0.960,53.16,37.90,70.21
5/19/2004 3:00,0.3,848,-200,1.8,571,-200,1224,-200,1297,624,18.7,44.3,0.945,54.12,38.28,68.86
5/19/2004 4:00,-200,846,-200,2.2,598,33,1211,52,1332,669,16.3,51.4,0.947,55.08,39.81,71.40
5/19/2004 5:00,0.3,848,-200,2.2,598,32,1219,46,1318,628,17,49.2,0.946,56.12,40.14,70.36
5/19/2004 6:00,0.7,980,-200,5.7,800,46,983,54,1462,810,16.4,52.1,0.961,56.72,41.06,72.50
5/19/2004 7:00,3.1,1408,-200,20.9,1321,173,618,94,2044,1495,16.4,53.4,0.986,55.85,38.65,70.32
5/19/2004 8:00,6.2,1716,-200,36.7,1701,320,490,155,2545,2018,18.6,46.8,0.990,52.78,37.97,68.14
5/19/2004 9:00,4.6,1475,-200,22,1351,294,625,165,2006,1696,21,41.1,1.010,47.76,31.07,63.58
5/19/2004 10:00,2.6,1262,-200,13.4,1096,182,772,134,1711,1340,26.4,28.9,0.979,42.11,26.28,59.47
5/19/2004 11:00,2.1,1156,-200,11.5,1034,154,813,122,1640,1123,27.7,26.3,0.965,37.37,23.10,53.46
5/19/2004 12:00,2,1192,-200,13.4,1097,118,796,113,1688,971,30.1,22.1,0.928,34.38,20.08,49.19
5/19/2004 13:00,2.2,1233,-200,15.2,1154,116,746,115,1740,1000,31,22.9,1.014,32.94,18.55,47.64
5/19/2004 14:00,2.1,1208,-200,13,1083,121,792,118,1702,891,31,22.6,1.001,32.30,18.70,48.96
5/19/2004 15:00,2.3,1215,-200,14,1116,116,784,125,1715,852,31.6,21,0.959,32.02,16.57,47.25
5/19/2004 16:00,2.5,1251,-200,15.5,1165,144,747,135,1774,975,30.4,24.7,1.053,32.37,17.37,47.88
5/19/2004 17:00,3.4,1358,-200,19.3,1278,176,689,149,1899,1192,28.8,26.3,1.027,33.86,19.01,49.37
5/19/2004 18:00,4.3,1379,-200,21.9,1349,214,645,162,1961,1373,26.4,30.1,1.020,36.62,21.75,51.79
5/19/2004 19:00,3.8,1379,-200,21.1,1326,191,659,151,1961,1307,24.7,31.5,0.967,40.05,23.89,55.15
5/19/2004 20:00,3.8,1373,-200,18.4,1252,205,670,154,1889,1325,22.9,36.5,1.008,43.21,28.34,59.32
5/19/2004 21:00,2,1197,-200,9.3,950,110,823,118,1592,918,20.8,41.8,1.016,45.55,29.22,61.67
5/19/2004 22:00,1.7,1238,-200,9,940,95,815,103,1622,877,19.7,47.1,1.067,47.20,30.92,63.18
5/19/2004 23:00,2,1255,-200,9.6,963,126,781,122,1665,1024,18.9,52.2,1.131,48.63,32.11,64.37
5/20/2004 0:00,1.5,1164,-200,8.2,908,90,821,102,1574,1019,18.5,50.1,1.054,50.15,34.37,65.26
5/20/2004 1:00,0.8,1046,-200,5.8,803,48,900,73,1490,823,18,53,1.083,51.64,36.70,65.97
5/20/2004 2:00,0.5,956,-200,3.1,661,38,1043,59,1398,701,18.4,51.7,1.082,52.84,36.71,67.52
5/20/2004 3:00,0.3,885,-200,1.7,565,-200,1217,-200,1329,542,19.8,46.2,1.056,53.74,38.11,68.67
5/20/2004 4:00,-200,877,-200,1.6,549,14,1265,26,1317,463,19.6,47.7,1.074,54.65,38.77,71.40
5/20/2004 5:00,0.3,925,-200,2.3,609,26,1168,35,1363,533,17.3,54.1,1.058,55.66,39.87,71.56
5/20/2004 6:00,0.9,1086,-200,6.6,837,83,885,68,1553,906,15.8,59,1.050,56.24,40.70,71.07
5/20/2004 7:00,2.8,1490,-200,19.6,1286,188,593,97,2053,1447,16.6,55.9,1.049,55.37,40.76,71.06
5/20/2004 8:00,5.4,1763,-200,32.9,1617,253,489,146,2503,1835,18.7,52.8,1.128,52.29,36.63,68.00
5/20/2004 9:00,4,1462,-200,18.1,1242,149,637,83,1961,1552,20.7,46.4,1.123,47.29,31.81,62.52
5/20/2004 10:00,2.2,1232,-200,12.4,1062,155,787,117,1707,1092,26.1,30,0.997,41.66,25.37,57.07
5/20/2004 11:00,2.2,1239,-200,12.5,1067,146,779,117,1702,1071,28.6,25.8,0.999,36.94,21.23,52.23
5/20/2004 12:00,2,1218,-200,12,1051,121,796,108,1689,881,30.3,23.3,0.987,34.00,17.52,48.84
5/20/2004 13:00,2,1235,-200,13.3,1094,111,756,107,1729,907,31.3,22.3,1.004,32.60,16.79,48.41
5/20/2004 14:00,1.9,1196,-200,12.3,1061,116,791,120,1649,899,31.1,22.3,0.989,32.00,16.62,47.99
5/20/2004 15:00,2.7,1288,-200,16,1179,167,717,150,1799,1074,32.4,20.4,0.973,31.78,15.62,46.74
5/20/2004 16:00,2.2,1248,-200,13.7,1108,145,772,138,1701,969,32.6,19.3,0.935,32.18,15.61,46.91
5/20/2004 17:00,3.5,1401,-200,21.7,1342,192,663,148,1959,1267,31.2,20.3,0.906,33.74,18.67,49.06
5/20/2004 18:00,4.1,1401,-200,23.7,1396,231,645,168,2009,1402,27.7,24.8,0.911,36.56,20.62,51.19
5/20/2004 19:00,4.4,1444,-200,22.1,1354,248,655,172,1956,1437,25.7,27.9,0.908,40.04,23.71,56.22
5/20/2004 20:00,4.5,1379,-200,20.6,1312,267,683,179,1870,1382,24.1,29.9,0.888,43.26,28.73,59.09
5/20/2004 21:00,2.9,1251,-200,13.4,1097,181,771,143,1680,1280,22.2,34.4,0.907,45.66,32.07,60.87
5/20/2004 22:00,2.6,1269,-200,12.8,1077,163,773,137,1706,1250,20.7,38,0.915,47.35,32.13,62.23
5/20/2004 23:00,2.1,1242,-200,12.3,1060,141,745,117,1693,1359,20.2,42.8,0.998,48.83,33.95,64.43
5/21/2004 0:00,1.2,1045,-200,6.8,850,78,889,93,1506,1102,20.5,42,1.000,50.40,34.46,66.43
5/21/2004 1:00,0.6,937,-200,3.8,698,42,1039,64,1382,768,20.1,42,0.976,51.92,35.98,67.57
5/21/2004 2:00,0.3,875,-200,2.5,622,35,1167,58,1331,656,20,41.5,0.957,53.13,37.79,68.04
5/21/2004 3:00,0.3,889,-200,2.7,633,-200,1123,-200,1344,683,16.3,51.6,0.946,54.06,38.54,69.53
5/21/2004 4:00,-200,888,-200,2.8,640,33,1089,47,1330,670,16.5,50.2,0.932,54.97,38.82,70.18
5/21/2004 5:00,0.3,881,-200,2.6,624,38,1135,47,1319,656,16.4,50.2,0.931,55.98,40.84,72.25
5/21/2004 6:00,0.7,998,-200,7,856,65,894,62,1488,926,14.9,54.7,0.920,56.54,40.61,72.00
5/21/2004 7:00,4.2,1517,-200,26.2,1460,296,551,113,2205,1677,16.4,51.3,0.947,55.65,39.95,71.36
5/21/2004 8:00,4.8,1522,-200,28.2,1509,303,543,126,2275,1828,18.2,46.2,0.958,52.54,37.00,68.30
5/21/2004 9:00,3.4,1417,-200,20.2,1303,244,635,139,1964,1752,20.7,40,0.964,47.50,32.44,62.59
5/21/2004 10:00,2.8,1329,-200,17.1,1214,216,700,148,1845,1581,26.5,27,0.922,41.81,25.80,57.51
5/21/2004 11:00,1.8,1203,-200,11.2,1023,137,825,117,1622,1132,28.5,23.8,0.915,37.04,21.16,52.74
5/21/2004 12:00,1.9,1234,-200,11.6,1037,120,788,106,1658,1037,29.7,23.7,0.971,34.02,18.60,50.42
5/21/2004 13:00,2,1286,-200,13.2,1090,100,750,98,1719,1023,31.7,21.7,0.997,32.55,16.75,47.03
5/21/2004 14:00,1.9,1298,-200,12.7,1075,103,749,98,1690,1022,31.7,21.5,0.990,31.87,16.38,47.32
5/21/2004 15:00,2,1308,-200,13,1084,123,757,110,1724,989,32.8,19.5,0.952,31.56,16.38,46.47
5/21/2004 16:00,2.3,1276,-200,13.5,1099,136,783,114,1680,925,32.5,18.6,0.895,31.87,16.76,47.05
5/21/2004 17:00,2.7,1234,-200,10.2,985,158,815,122,1572,795,30.2,22.6,0.952,33.32,18.52,49.07
5/21/2004 18:00,3.6,1419,-200,20.1,1300,216,670,155,1923,1263,27.6,25.7,0.938,36.04,20.79,51.24
5/21/2004 19:00,3.8,1325,-200,19.1,1273,211,716,145,1815,1184,25.9,24.9,0.820,39.42,24.51,54.88
5/21/2004 20:00,3.5,1346,-200,17.5,1224,202,715,146,1794,1272,23.9,29.4,0.859,42.54,27.06,59.02
5/21/2004 21:00,2.5,1241,-200,13.8,1110,147,772,130,1698,1177,22.3,32.1,0.852,44.83,28.80,60.14
5/21/2004 22:00,2.5,1274,-200,13.3,1094,160,771,126,1682,1231,20.5,35.9,0.857,46.42,31.21,62.37
5/21/2004 23:00,3,1321,-200,14.8,1144,162,732,127,1745,1243,19.8,37.2,0.851,47.81,31.93,63.13
5/22/2004 0:00,3.7,1424,-200,18,1240,194,662,126,1841,1427,19.1,41.9,0.916,49.27,33.21,64.01
5/22/2004 1:00,3.3,1357,-200,16,1178,167,674,124,1782,1454,17.8,46.1,0.934,50.71,35.64,66.30
5/22/2004 2:00,1.5,1123,-200,9.7,966,91,770,93,1594,1183,17.6,47.6,0.947,51.84,36.88,67.95
5/22/2004 3:00,0.7,1003,-200,6.2,820,-200,902,-200,1455,908,17.9,46.3,0.939,52.69,37.34,68.74
5/22/2004 4:00,-200,951,-200,4,713,42,994,58,1385,821,16.9,49.8,0.954,53.54,36.78,69.19
5/22/2004 5:00,0.5,941,-200,3.6,687,50,1024,59,1374,777,15.8,53.8,0.962,54.50,39.31,69.63
5/22/2004 6:00,0.5,986,-200,4.6,745,61,959,66,1426,888,16.5,53.5,0.993,55.02,39.15,71.36
5/22/2004 7:00,1.2,1153,-200,9.2,947,107,795,80,1643,1076,17.2,52.9,1.028,54.08,38.34,69.73
5/22/2004 8:00,2.2,1323,-200,14.6,1137,139,696,94,1846,1285,19.3,48.3,1.072,50.96,35.18,67.34
5/22/2004 9:00,2.2,1315,-200,11.7,1040,165,743,102,1740,1315,20.6,47.1,1.129,45.90,31.03,60.87
5/22/2004 10:00,2.1,1303,-200,11,1015,139,777,96,1731,1250,23.7,40,1.153,40.21,25.07,55.17
5/22/2004 11:00,1.8,1238,-200,11.6,1037,113,813,91,1698,978,25.6,32.5,1.053,35.45,18.99,51.20
5/22/2004 12:00,2.2,1259,-200,12.9,1080,138,772,104,1736,1072,27.2,28.1,0.999,32.45,16.58,47.33
5/22/2004 13:00,2,1246,-200,12.6,1070,104,770,84,1747,1064,27.9,28.1,1.039,31.01,14.64,46.63
5/22/2004 14:00,1.4,1154,-200,8.3,912,78,872,76,1605,825,28.3,27.8,1.054,30.38,14.80,46.28
5/22/2004 15:00,1.8,1237,-200,10.5,997,97,800,87,1688,924,29.2,27,1.081,30.12,15.69,45.03
5/22/2004 16:00,2.1,1315,-200,11.7,1041,115,773,101,1767,966,28.9,29.3,1.150,30.49,14.76,45.05
5/22/2004 17:00,2.8,1466,-200,15.8,1174,152,680,115,1965,1302,25.4,39.8,1.277,32.01,17.05,48.12
5/22/2004 18:00,2.8,1409,-200,13.9,1113,157,710,110,1850,1256,25.2,40.1,1.264,34.81,19.12,50.02
5/22/2004 19:00,2.7,1366,-200,15.7,1171,132,693,103,1933,1068,24.5,39.4,1.196,38.27,22.57,53.35
5/22/2004 20:00,1.8,1241,-200,10.9,1011,98,781,90,1748,1070,22.3,45.4,1.209,41.48,26.26,56.59
5/22/2004 21:00,1.2,1123,-200,6.4,832,65,930,68,1565,792,21.2,48.3,1.203,43.87,27.74,60.40
5/22/2004 22:00,2.6,1321,-200,12.7,1075,101,757,85,1891,1017,20.6,50.5,1.208,45.56,30.99,61.35
5/22/2004 23:00,3.1,1397,-200,15.3,1159,134,681,100,1949,1207,20.2,52.9,1.234,47.04,31.06,62.91
5/23/2004 0:00,4.1,1507,-200,20.5,1311,177,608,114,2107,1499,19.8,54.5,1.249,48.60,33.24,63.00
5/23/2004 1:00,3.6,1405,-200,15.9,1177,179,660,108,1931,1474,19.5,56.2,1.262,50.13,34.65,65.02
5/23/2004 2:00,1.9,1192,-200,10.4,994,105,759,78,1780,1163,19,58,1.258,51.36,35.57,65.86
5/23/2004 3:00,1.9,1199,-200,12.6,1070,-200,671,-200,1873,1189,18.1,61.6,1.268,52.30,37.21,67.75
5/23/2004 4:00,-200,973,-200,4.9,761,49,954,55,1501,815,18,57.6,1.179,53.23,37.68,68.68
5/23/2004 5:00,0.3,864,-200,2.1,591,27,1247,37,1374,507,17.7,56,1.122,54.26,38.88,70.06
5/23/2004 6:00,0.4,886,-200,2.2,598,41,1257,53,1374,506,17.9,52.4,1.066,54.85,40.05,70.95
5/23/2004 7:00,0.8,988,-200,4,713,78,1092,79,1455,716,18.9,49.3,1.067,53.98,38.97,70.44
5/23/2004 8:00,0.8,1008,-200,4.3,729,68,1034,65,1490,795,20,48.6,1.120,50.91,35.56,66.25
5/23/2004 9:00,0.8,976,-200,3.8,698,64,1156,64,1393,594,20.6,41.2,0.984,45.89,30.75,61.11
5/23/2004 10:00,0.8,978,-200,4.1,718,67,1137,66,1392,565,23.6,34,0.975,40.23,24.47,56.93
5/23/2004 11:00,0.9,987,-200,4.5,740,54,1105,53,1407,523,26.7,28.1,0.969,35.49,19.61,51.13
5/23/2004 12:00,1.2,1030,-200,5.3,778,67,1071,69,1452,591,26.8,28.1,0.979,32.50,16.24,48.52
5/23/2004 13:00,1,955,-200,4.2,723,51,1129,57,1393,559,27.7,25.8,0.947,31.05,15.80,45.13
5/23/2004 14:00,0.8,924,-200,3.3,673,28,1247,36,1346,430,28.8,22.7,0.886,30.40,15.35,45.92
5/23/2004 15:00,1.1,1005,-200,4.9,758,51,1091,57,1434,522,26.8,27.3,0.946,30.12,14.38,45.74
5/23/2004 16:00,1.5,1059,-200,6.1,816,77,1023,73,1468,641,25.9,28.7,0.942,30.44,15.22,44.97
5/23/2004 17:00,1.5,1079,-200,6.9,851,93,991,81,1490,738,25.8,27.7,0.908,31.92,15.51,46.98
5/23/2004 18:00,1.4,1070,-200,6.8,850,94,997,91,1502,778,24.8,29.5,0.908,34.65,19.23,49.79
5/23/2004 19:00,1.1,1085,-200,5.8,805,69,972,65,1528,718,25.3,36.3,1.151,38.04,22.13,51.98
5/23/2004 20:00,0.9,1066,-200,5.5,787,57,986,56,1552,689,23.9,40.4,1.179,41.16,25.82,56.49
5/23/2004 21:00,1,1094,-200,6.1,815,74,934,69,1563,852,21.4,46.6,1.176,43.46,28.64,58.38
5/23/2004 22:00,1.1,1110,-200,6,814,75,948,73,1571,854,20.5,49.3,1.173,45.05,29.95,60.30
5/23/2004 23:00,1,968,-200,4.2,719,73,1081,76,1388,664,19.2,42.3,0.934,46.43,31.02,62.64
5/24/2004 0:00,0.7,906,-200,4.1,714,56,1163,67,1351,544,19.2,37.9,0.835,47.88,32.09,63.40
5/24/2004 1:00,0.5,849,-200,2.4,615,31,1285,44,1276,461,17.2,43.1,0.839,49.30,33.96,64.20
5/24/2004 2:00,0.2,774,-200,1,500,13,1536,21,1169,352,15.8,45.2,0.805,50.42,34.52,66.31
5/24/2004 3:00,-200,746,-200,0.6,450,-200,1807,-200,1111,308,15.7,42.3,0.746,51.24,35.12,66.50
5/24/2004 4:00,-200,753,-200,0.5,437,14,1904,19,1110,301,16.3,41,0.751,52.07,37.03,67.56
5/24/2004 5:00,0.1,749,-200,0.7,466,23,1803,29,1089,307,16.1,36.5,0.664,52.99,38.12,69.07
5/24/2004 6:00,0.5,864,-200,2.8,642,72,1288,69,1255,441,16.5,36.2,0.675,53.47,37.74,68.88
5/24/2004 7:00,1.6,1002,-200,7.8,893,165,1010,111,1394,775,17.5,30.9,0.611,52.50,36.83,68.70
5/24/2004 8:00,2,970,-200,9.7,966,118,944,81,1379,907,18.4,24,0.505,49.33,32.34,64.10
5/24/2004 9:00,1.3,898,-200,6.9,853,85,1066,56,1271,763,19.2,23.8,0.524,44.23,28.49,59.77
5/24/2004 10:00,1,847,-200,5.8,800,116,1155,90,1179,649,21.7,18.1,0.464,38.50,22.52,54.84
5/24/2004 11:00,0.9,847,-200,5.5,788,112,1203,85,1162,598,22.3,17,0.451,33.70,18.71,48.59
5/24/2004 12:00,1.2,871,-200,6.8,848,100,1139,83,1208,579,22.8,16.1,0.440,30.66,14.65,45.61
5/24/2004 13:00,1.3,869,-200,7.2,866,109,1107,85,1212,596,23.8,14.5,0.422,29.18,13.36,44.68
5/24/2004 14:00,1.1,875,-200,6.9,854,111,1160,85,1200,595,25.1,13.1,0.413,28.51,13.76,44.05
5/24/2004 15:00,1.2,895,-200,7.5,878,109,1122,81,1238,607,25.8,12.9,0.422,28.21,12.72,42.77
5/24/2004 16:00,1.4,926,-200,7.7,885,114,1101,92,1259,662,25.5,14,0.450,28.55,13.77,44.33
5/24/2004 17:00,2,996,-200,12,1048,139,959,108,1397,822,24.5,15.4,0.466,30.05,15.47,46.99
5/24/2004 18:00,2.4,997,-200,13.5,1100,157,896,106,1392,987,22.6,17.2,0.466,32.82,17.16,49.09
5/24/2004 19:00,2.1,1006,-200,12,1048,147,925,114,1416,966,21.2,18.9,0.471,36.27,21.27,51.15
5/24/2004 20:00,1.2,895,-200,6.7,845,102,1072,96,1241,763,19.1,22.8,0.501,39.47,23.87,54.24
5/24/2004 21:00,0.7,862,-200,4.8,751,73,1154,77,1213,617,18.4,24.6,0.517,41.85,25.87,56.65
5/24/2004 22:00,0.7,858,-200,4.8,756,65,1159,73,1209,564,17.3,25.6,0.503,43.55,26.97,59.25
5/24/2004 23:00,0.8,853,-200,5,762,76,1134,86,1184,646,16.5,24.9,0.464,45.04,29.81,59.54
5/25/2004 0:00,0.5,859,-200,4.3,727,65,1120,84,1187,753,16.7,28.3,0.532,46.62,30.88,61.73
5/25/2004 1:00,0.2,837,-200,2.7,634,41,1200,56,1150,669,15.5,32.2,0.564,48.18,33.60,63.99
5/25/2004 2:00,-200,746,-200,0.9,493,17,1522,31,1063,435,17.5,29.1,0.577,49.45,34.25,64.99
5/25/2004 3:00,-200,752,-200,1.2,515,-200,1472,-200,1068,436,13.3,35.6,0.539,50.44,35.51,65.39
5/25/2004 4:00,-200,742,-200,0.9,489,19,1559,30,1048,403,14,33.7,0.536,51.43,36.14,66.09
5/25/2004 5:00,0.1,774,-200,1.7,560,45,1386,51,1107,532,11.6,40,0.546,52.53,37.58,68.66
5/25/2004 6:00,0.2,798,-200,2.6,630,40,1291,45,1125,536,13.4,34.5,0.527,53.20,37.62,68.56
5/25/2004 7:00,1.1,1002,-200,8.8,932,101,949,82,1405,917,15.2,31,0.533,52.41,37.94,67.86
